salesid,gamename,platform,year_of_release,genre,developer,na_sales,eu_sales,jp_sales,other_sales,global_sales,salesyear
242,Grand Theft Auto: Liberty City Stories,PSP,2005,Action,Take-Two Interactive,0.53,1.29,0.01,0.01,1.84,2011
243,Grand Theft Auto: Liberty City Stories,PSP,2005,Action,Take-Two Interactive,1.94,0.59,0.01,0.01,2.5499999999999994,2017
244,Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,0.68,0.95,0.01,0.63,2.27,2021
245,The Legend of Zelda: Ocarina of Time,N64,1998,Action,Nintendo,2.72,0.68,0.71,0.01,4.12,2004
246,FIFA 17,PS4,2016,Sports,Electronic Arts,0.01,2.29,0.01,0.39,2.6999999999999997,2016
247,FIFA 17,PS4,2016,Sports,Electronic Arts,0.01,0.54,0.01,0.01,0.5700000000000001,2017
248,FIFA 17,PS4,2016,Sports,Electronic Arts,0.01,1.8,0.01,0.01,1.83,2018
249,FIFA 17,PS4,2016,Sports,Electronic Arts,0.01,0.99,0.01,0.01,1.02,2019
250,Crash Bandicoot 2: Cortex Strikes Back,PS,1997,Platform,Sony Computer Entertainment,2.1,0.96,0.83,0.01,3.9,1999
251,Crash Bandicoot 2: Cortex Strikes Back,PS,1997,Platform,Sony Computer Entertainment,0.15,0.69,0.01,0.01,0.86,2020
252,Super Smash Bros. for Wii U and 3DS,3DS,2014,Fighting,Nintendo,1.23,0.74,1.26,0.01,3.2399999999999998,2017
253,Super Smash Bros. for Wii U and 3DS,3DS,2014,Fighting,Nintendo,0.69,0.01,0.17,0.01,0.88,2020
254,Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,2.64,1.3,0.01,0.01,3.96,2012
255,Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,0.01,0.91,0.01,0.01,0.9400000000000001,2013
256,Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,0.01,0.01,0.01,0.01,0.04,2017
257,Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,0.01,0.01,0.01,0.01,0.04,2020
258,Super Mario Bros. 2,NES,1988,Platform,Nintendo,2.43,0.92,0.01,0.01,3.3699999999999997,1996
259,Super Mario Bros. 2,NES,1988,Platform,Nintendo,0.92,0.01,0.01,0.01,0.9500000000000001,2012
260,Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,2.7,1.06,0.01,0.01,3.78,2015
261,Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,0.92,0.45,0.01,0.01,1.3900000000000001,2016
262,Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,0.01,0.01,0.01,0.01,0.04,2017
263,Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,0.01,0.01,0.01,0.01,0.04,2018
264,Call of Duty: World at War,X360,2008,Shooter,Activision,2.63,0.1,0.01,0.01,2.7499999999999996,2009
265,Call of Duty: World at War,X360,2008,Shooter,Activision,0.15,0.07,0.01,0.01,0.24000000000000002,2011
266,Call of Duty: World at War,X360,2008,Shooter,Activision,1.32,0.65,0.01,0.01,1.9900000000000002,2016
267,Call of Duty: World at War,X360,2008,Shooter,Activision,0.01,0.73,0.01,0.01,0.76,2018
268,Battlefield 3,X360,2011,Shooter,Electronic Arts,3.86,1.96,0.01,0.01,5.84,2011
269,Battlefield 3,X360,2011,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2014
270,Battlefield 3,X360,2011,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2016
271,Battlefield 3,X360,2011,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2017
272,Need for Speed Underground,PS2,2003,Racing,Electronic Arts,2.65,0.45,0.01,0.85,3.96,2006
273,Need for Speed Underground,PS2,2003,Racing,Electronic Arts,0.01,0.54,0.01,0.01,0.5700000000000001,2015
274,Just Dance,Wii,2009,Misc,Ubisoft,0.63,0.04,0.01,0.01,0.6900000000000001,2011
275,Just Dance,Wii,2009,Misc,Ubisoft,1.45,1.88,0.01,0.01,3.3499999999999996,2019
276,Battlefield 3,PS3,2011,Shooter,Electronic Arts,1.47,0.72,0.01,0.69,2.8899999999999997,2011
277,Battlefield 3,PS3,2011,Shooter,Electronic Arts,0.58,0.18,0.01,0.01,0.78,2014
278,Battlefield 3,PS3,2011,Shooter,Electronic Arts,0.01,0.84,0.01,0.01,0.87,2019
279,Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,2.01,0.85,0.01,0.08,2.9499999999999997,2016
280,Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,0.01,0.64,0.01,0.18,0.8400000000000001,2018
281,Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,1.37,0.61,0.49,0.01,2.4799999999999995,2001
282,Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,1,0.15,0.01,0.01,1.17,2004
283,Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,0.01,0.57,0.01,0.01,0.6,2011
284,Tekken 3,PS,1998,Fighting,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2021
285,The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,1.12,0.99,0.01,0.01,2.13,2007
286,The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,0.5,0.34,0.01,0.01,0.8600000000000001,2013
287,The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,0.55,0.01,0.01,0.01,0.5800000000000001,2016
288,The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,0.29,0.01,0.01,0.01,0.32,2019
289,Pokemon Sun/Moon,3DS,2016,Role-Playing,Nintendo,0.64,0.86,1.99,0.01,3.5,2016
290,Pokemon Sun/Moon,3DS,2016,Role-Playing,Nintendo,0.52,0.01,0.01,0.01,0.55,2018
291,Pokemon Sun/Moon,3DS,2016,Role-Playing,Nintendo,0.63,0.01,0.01,0.01,0.66,2021
292,Crash Bandicoot 3: Warped,PS,1998,Platform,Sony Computer Entertainment,3,0.27,0.82,0.01,4.1,2005
293,Crash Bandicoot 3: Warped,PS,1998,Platform,Sony Computer Entertainment,0.01,0.11,0.01,0.01,0.14,2011
294,Crash Bandicoot 3: Warped,PS,1998,Platform,Sony Computer Entertainment,0.01,0.35,0.01,0.01,0.38,2019
295,Mario Kart 8,WiiU,2014,Racing,Nintendo,2.6,0.86,0.18,0.01,3.65,2014
296,Mario Kart 8,WiiU,2014,Racing,Nintendo,0.01,0.35,0.16,0.01,0.53,2021
297,Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,2.96,0.67,0.91,0.01,4.55,2004
299,Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,0.45,0.01,0.01,0.01,0.48000000000000004,2019
300,Mario Kart: Double Dash!!,GC,2003,Racing,Nintendo,0.72,0.6,0.01,0.01,1.3399999999999999,2004
301,Mario Kart: Double Dash!!,GC,2003,Racing,Nintendo,2.02,0.05,0.01,0.01,2.0899999999999994,2009
302,Mario Kart: Double Dash!!,GC,2003,Racing,Nintendo,1,0.16,0.01,0.01,1.18,2013
303,Mario Kart: Double Dash!!,GC,2003,Racing,Nintendo,0.01,0.01,0.01,0.01,0.04,2018
304,Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,0.53,1.51,0.01,0.47,2.5199999999999996,2008
305,Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,1.33,0.92,0.01,0.01,2.2699999999999996,2016
306,Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,0.24,0.63,0.01,0.79,1.67,2005
307,Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,1.81,1.59,0.01,0.01,3.42,2007
308,Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2014
309,Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2019
310,Crash Bandicoot,PS,1996,Platform,Sony Computer Entertainment,1.81,0.81,0.01,0.01,2.6399999999999997,2004
311,Just Dance 4,Wii,2012,Misc,Ubisoft,0.74,0.12,0.01,0.01,0.88,2017
312,Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,1.76,0.69,0.01,0.01,2.4699999999999998,2010
313,Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,1.03,0.21,0.01,0.01,1.26,2013
314,Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,0.66,0.36,0.01,0.01,1.04,2014
315,Gears of War 2,X360,2008,Shooter,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2017
316,Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,0.23,1.74,0.01,0.62,2.6,2011
317,Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,0.74,0.48,0.01,0.01,1.24,2018
318,Zumba Fitness,Wii,2010,Sports,505 Games,0.8,0.7,0.01,0.01,1.52,2012
319,Zumba Fitness,Wii,2010,Sports,505 Games,0.52,0.58,0.01,0.01,1.12,2015
320,Zumba Fitness,Wii,2010,Sports,505 Games,0.07,0.52,0.01,0.01,0.6100000000000001,2018
321,Zumba Fitness,Wii,2010,Sports,505 Games,1.41,0.01,0.01,0.01,1.44,2020
322,Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,2.19,1.76,0.01,0.17,4.13,2009
323,Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,0.01,0.01,0.01,0.01,0.04,2010
324,Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,0.01,0.01,0.01,0.01,0.04,2014
325,Call of Duty 4: Modern Warfare,PS3,2007,Shooter,Activision,0.01,0.01,0.01,0.01,0.04,2018
326,Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,2.91,0.59,0.01,0.01,3.5199999999999996,2009
327,Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,0.01,0.15,0.01,0.01,0.18000000000000002,2015
328,Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,0.01,0.18,0.01,0.01,0.21000000000000002,2020
329,FIFA 12,PS3,2011,Sports,Electronic Arts,0.01,0.01,0.01,0.76,0.79,2011
330,FIFA 12,PS3,2011,Sports,Electronic Arts,0.01,1.48,0.01,0.01,1.51,2014
331,FIFA 12,PS3,2011,Sports,Electronic Arts,0.01,1.57,0.01,0.01,1.6,2015
332,FIFA 12,PS3,2011,Sports,Electronic Arts,0.01,0.02,0.01,0.01,0.05,2018
333,Big Brain Academy,DS,2005,Misc,Nintendo,0.03,0.32,0.47,0.01,0.83,2010
334,Big Brain Academy,DS,2005,Misc,Nintendo,0.07,0.54,0.93,0.01,1.55,2020
335,The Legend of Zelda,NES,1986,Action,Nintendo,1.4,0.01,0.19,0.01,1.6099999999999999,2000
336,The Legend of Zelda,NES,1986,Action,Nintendo,0.87,0.01,0.68,0.01,1.57,2017
337,Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,0.5,0.98,0.01,0.64,2.13,2010
338,Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,1.86,0.19,0.01,0.01,2.07,2016
339,Red Dead Redemption,PS3,2010,Action,Take-Two Interactive,0.01,0.76,0.01,0.01,0.79,2020
340,FIFA 14,PS3,2013,Sports,Electronic Arts,0.01,2.45,0.01,0.34,2.8099999999999996,2014
341,FIFA 14,PS3,2013,Sports,Electronic Arts,0.01,0.44,0.01,0.27,0.73,2016
342,FIFA 14,PS3,2013,Sports,Electronic Arts,0.01,0.55,0.01,0.01,0.5800000000000001,2018
343,FIFA 14,PS3,2013,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2019
344,Assassin's Creed III,PS3,2012,Action,Ubisoft,1.31,1.51,0.01,0.06,2.89,2013
345,Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,0.02,0.77,0.84,0.01,1.64,2021
346,Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,2.11,0.57,0.01,0.01,2.6999999999999993,2004
347,Halo: Combat Evolved,XB,2001,Shooter,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2020
348,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,1.13,1.86,0.01,0.37,3.37,2011
349,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,0.37,0.01,0.01,0.01,0.4,2015
350,The Elder Scrolls V: Skyrim,PS3,2011,Role-Playing,Bethesda Softworks,0.78,0.01,0.01,0.01,0.81,2017
351,Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,0.45,0.89,0.99,0.01,2.34,2005
352,Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,1.72,0.01,0.18,0.01,1.92,2010
353,Pokémon Emerald Version,GBA,2004,Role-Playing,Nintendo,0.01,0.01,0.01,0.01,0.04,2017
354,Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,0.27,0.72,0.76,0.01,1.76,2003
355,Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,2.83,0.01,0.01,0.01,2.8599999999999994,2013
356,Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2015
357,Pokémon Crystal Version,GB,2000,Role-Playing,Nintendo,0.8,0.65,0.84,0.81,3.1,2003
358,Pokémon Crystal Version,GB,2000,Role-Playing,Nintendo,0.01,0.01,0.01,0.01,0.04,2007
359,Pokémon Crystal Version,GB,2000,Role-Playing,Nintendo,0.82,0.01,0.01,0.01,0.85,2014
360,Pokémon Crystal Version,GB,2000,Role-Playing,Nintendo,0.01,0.01,0.01,0.01,0.04,2018
361,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,2.11,0.84,0.01,0.01,2.9699999999999993,2010
362,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,0.55,0.01,0.01,0.01,0.5800000000000001,2014
363,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,0.98,0.01,0.01,0.01,1.01,2015
364,Halo 3: ODST,X360,2009,Shooter,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2018
365,Red Dead Redemption,X360,2010,Action,Take-Two Interactive,2.09,0.48,0.01,0.01,2.5899999999999994,2017
366,Super Mario Sunshine,GC,2002,Platform,Nintendo,0.05,0.18,0.01,0.01,0.25,2004
367,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,0.95,0.01,0.47,0.01,1.44,1993
368,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,0.5,0.01,0.52,0.01,1.04,2001
369,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,0.01,0.01,0.29,0.01,0.32,2006
370,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,1,0.01,0.31,0.01,1.33,2016
371,World of Warcraft,PC,2004,Role-Playing,Activision,0.01,1.07,0.01,0.01,1.1,2008
372,World of Warcraft,PC,2004,Role-Playing,Activision,0.01,1.01,0.01,0.01,1.04,2013
373,World of Warcraft,PC,2004,Role-Playing,Activision,0.01,3.38,0.01,0.01,3.4099999999999993,2017
374,Driver,PS,1999,Action,GT Interactive,0.86,1.35,0.01,0.01,2.2299999999999995,2004
375,Driver,PS,1999,Action,GT Interactive,1.78,0.28,0.01,0.01,2.0799999999999996,2012
376,Gears of War 3,X360,2011,Shooter,Microsoft Game Studios,3.5,0.12,0.01,0.01,3.6399999999999997,2020
377,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,1.04,0.09,0.01,0.01,1.1500000000000001,2011
378,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,0.55,0.53,0.01,0.01,1.1,2014
379,Kinect Sports,X360,2010,Sports,Microsoft Game Studios,1.65,0.86,0.01,0.01,2.5299999999999994,2019
380,Gears of War,X360,2006,Shooter,Microsoft Game Studios,1.31,0.25,0.01,0.01,1.58,2009
381,Gears of War,X360,2006,Shooter,Microsoft Game Studios,1.59,0.2,0.01,0.01,1.81,2011
382,Gears of War,X360,2006,Shooter,Microsoft Game Studios,0.01,0.15,0.01,0.01,0.18000000000000002,2015
383,Gears of War,X360,2006,Shooter,Microsoft Game Studios,0.01,0.42,0.01,0.01,0.45,2021
384,FIFA 15,PS4,2014,Sports,Electronic Arts,0.01,3.33,0.01,0.01,3.3599999999999994,2019
385,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,1.39,1.47,0.01,0.01,2.8799999999999994,2002
386,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,0.64,0.01,0.01,0.01,0.67,2010
387,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2012
388,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2017
389,Sonic the Hedgehog 2,GEN,1992,Platform,Sega,1.97,0.9,0.01,0.01,2.8899999999999997,2000
390,Sonic the Hedgehog 2,GEN,1992,Platform,Sega,0.98,0.01,0.01,0.01,1.01,2021
391,Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,2.24,0.28,0.01,0.01,2.54,2001
392,Metal Gear Solid,PS,1998,Action,Konami Digital Entertainment,0.01,0.04,0.01,0.01,0.07,2021
393,Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,1.8,0.59,0.01,0.01,2.4099999999999997,2008
394,Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,0.01,0.47,0.01,0.01,0.5,2020
395,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,0.39,0.01,1.98,0.55,2.9299999999999997,2006
396,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,0.02,0.01,0.01,0.01,0.05,2010
397,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,0.29,0.01,0.01,0.65,0.96,2015
398,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,0.24,0.01,0.01,0.01,0.27,2021
399,The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,0.6,1.66,0.01,0.9,3.1699999999999995,2014
400,The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,0.95,0.01,0.01,0.01,0.98,2017
401,The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,0.01,0.01,0.01,0.01,0.04,2020
402,LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,0.67,0.19,0.01,0.01,0.8800000000000001,2010
403,Resident Evil 2,PS,1998,Action,Virgin Interactive,0.8,0.83,0.42,0.01,2.0599999999999996,2008
404,Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.01,0.01,1.38,0.01,1.41,2010
405,Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,0.08,0.33,0.55,0.01,0.9700000000000001,1998
406,Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,0.22,0.21,0.01,0.01,0.45,2021
407,Destiny,PS4,2014,Shooter,Activision,1.54,0.85,0.01,0.01,2.4099999999999997,2015
408,Destiny,PS4,2014,Shooter,Activision,0.01,0.64,0.01,0.01,0.67,2016
409,Destiny,PS4,2014,Shooter,Activision,0.01,0.01,0.01,0.01,0.04,2018
410,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,1.53,0.59,0.01,0.01,2.1399999999999997,2009
411,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,0.4,0.01,0.01,0.01,0.43000000000000005,2011
412,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,0.26,0.01,0.01,0.01,0.29000000000000004,2013
413,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,0.02,0.01,0.01,0.01,0.05,2018
414,Cooking Mama,DS,2006,Simulation,505 Games,2.3,0.75,0.01,0.01,3.0699999999999994,2006
415,Cooking Mama,DS,2006,Simulation,505 Games,0.01,0.13,0.01,0.01,0.16000000000000003,2010
416,Cooking Mama,DS,2006,Simulation,505 Games,0.01,0.3,0.01,0.01,0.33,2015
417,Cooking Mama,DS,2006,Simulation,505 Games,0.01,0.01,0.01,0.01,0.04,2020
418,Tetris,NES,1988,Puzzle,Nintendo,1.34,0.01,0.68,0.01,2.04,1989
419,Tetris,NES,1988,Puzzle,Nintendo,0.51,0.01,0.54,0.01,1.07,2002
420,Tetris,NES,1988,Puzzle,Nintendo,0.04,0.01,0.01,0.01,0.07,2007
421,Tetris,NES,1988,Puzzle,Nintendo,0.67,0.01,0.01,0.01,0.7000000000000001,2015
422,Super Smash Bros.,N64,1999,Fighting,Nintendo,1.14,0.01,0.49,0.01,1.65,2000
423,Super Smash Bros.,N64,1999,Fighting,Nintendo,0.2,0.01,0.38,0.01,0.6000000000000001,2008
424,Super Smash Bros.,N64,1999,Fighting,Nintendo,0.72,0.01,0.63,0.01,1.3699999999999999,2019
425,Assassin's Creed II,PS3,2009,Action,Ubisoft,0.61,0.65,0.01,0.01,1.28,2011
426,Assassin's Creed II,PS3,2009,Action,Ubisoft,0.56,0.36,0.01,0.01,0.9400000000000001,2016
427,Assassin's Creed II,PS3,2009,Action,Ubisoft,0.31,0.01,0.01,0.01,0.34,2017
428,Assassin's Creed,X360,2007,Adventure,Ubisoft,0.54,0.45,0.01,0.01,1.01,2010
429,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,1.87,0.33,0.01,0.01,2.2199999999999998,2009
430,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,0.34,0.19,0.01,0.01,0.55,2014
431,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,0.01,0.67,0.01,0.01,0.7000000000000001,2017
432,Super Mario Advance,GBA,2001,Platform,Nintendo,0.56,0.51,0.01,0.01,1.09,2010
433,Super Mario Advance,GBA,2001,Platform,Nintendo,1.76,0.01,0.01,0.01,1.79,2011
434,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.01,0.01,3.68,0.01,3.71,2008
435,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.01,0.01,0.01,0.01,0.04,2013
436,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.01,0.01,0.01,0.01,0.04,2014
437,Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,0.01,0.01,0.01,0.01,0.04,2018
438,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.52,0.11,0.01,0.01,0.65,2011
439,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.47,0.21,0.01,0.01,0.7,2013
440,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.5,0.78,0.01,0.01,1.3,2015
441,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.59,0.01,0.01,0.01,0.62,2017
442,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,0.93,0.64,0.01,0.01,1.59,2015
443,Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,0.06,0.48,0.01,0.01,0.56,2018
444,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,0.94,0.73,0.72,0.01,2.3999999999999995,2006
445,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,0.09,0.01,0.01,0.01,0.11999999999999998,2011
446,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,0.47,0.01,0.01,0.01,0.5,2018
447,Super Mario World,GBA,2001,Platform,Nintendo,1.81,0.73,0.01,0.01,2.5599999999999996,2001
448,Super Mario World,GBA,2001,Platform,Nintendo,0.58,0.01,0.01,0.01,0.61,2008
449,Super Mario World,GBA,2001,Platform,Nintendo,0.01,0.01,0.01,0.01,0.04,2014
450,Super Mario World,GBA,2001,Platform,Nintendo,0.01,0.01,0.01,0.01,0.04,2020
451,Pokemon Stadium,N64,1999,Strategy,Nintendo,1.68,0.45,0.01,0.01,2.1499999999999995,2008
452,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,0.49,1.22,0.01,0.01,1.73,2006
453,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive,0.75,0.62,0.01,0.01,1.3900000000000001,2014
454,Call of Duty: World at War,PS3,2008,Shooter,Activision,0.82,1.01,0.01,0.01,1.85,2010
455,Call of Duty: World at War,PS3,2008,Shooter,Activision,0.92,0.01,0.01,0.01,0.9500000000000001,2012
456,Call of Duty: World at War,PS3,2008,Shooter,Activision,0.25,0.01,0.01,0.01,0.28,2018
457,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,0.54,1.74,0.01,0.01,2.3,2016
458,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,0.35,0.01,0.01,0.01,0.38,2017
459,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2018
460,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2019
461,Dr. Mario,GB,1989,Puzzle,Nintendo,0.79,0.01,0.08,0.01,0.89,2013
462,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,0.65,0.98,0.02,0.01,1.66,2009
463,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,0.4,0.01,0.65,0.01,1.07,2013
464,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,0.01,0.01,0.62,0.01,0.65,2015
465,Final Fantasy XIII,PS3,2009,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2019
466,Pokemon Pinball,GB,1999,Misc,Nintendo,0.64,1.01,0.84,0.01,2.4999999999999996,2004
467,Pokemon Pinball,GB,1999,Misc,Nintendo,1.26,0.01,0.01,0.01,1.29,2015
468,Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,0.2,0.01,0.35,0.01,0.5700000000000001,2005
469,Assassin's Creed III,X360,2012,Action,Ubisoft,1.06,0.83,0.01,0.01,1.9100000000000001,2016
470,Assassin's Creed III,X360,2012,Action,Ubisoft,1.81,0.01,0.01,0.01,1.84,2020
471,Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,0.13,0.95,1.25,0.01,2.34,2009
472,Donkey Kong 64,N64,1999,Platform,Nintendo,0.48,0.01,0.14,0.01,0.64,2018
473,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,2.39,0.83,0.01,0.01,3.2399999999999998,2015
474,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,0.01,0.01,0.01,0.01,0.04,2016
475,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,0.01,0.01,0.01,0.01,0.04,2018
476,Minecraft,PS3,2014,Misc,Sony Computer Entertainment,0.65,1.97,0.01,0.01,2.6399999999999997,2016
477,Assassin's Creed II,X360,2009,Action,Ubisoft,1.71,0.81,0.01,0.01,2.5399999999999996,2013
478,Tomb Raider II,PS,1997,Action,Eidos Interactive,0.19,0.78,0.01,0.01,0.99,1999
479,Tomb Raider II,PS,1997,Action,Eidos Interactive,0.89,0.94,0.01,0.01,1.85,2004
480,Tomb Raider II,PS,1997,Action,Eidos Interactive,1,0.01,0.01,0.01,1.03,2014
481,Tomb Raider II,PS,1997,Action,Eidos Interactive,0.01,0.01,0.01,0.01,0.04,2017
482,Madden NFL 2004,PS2,,Sports,Electronic Arts,2.12,0.01,0.01,0.01,2.1499999999999995,1998
483,Madden NFL 2004,PS2,,Sports,Electronic Arts,0.5,0.01,0.01,0.01,0.53,2009
484,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.01,0.29,0.47,0.01,0.78,2014
485,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.01,0.31,0.48,0.01,0.81,2016
486,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.01,0.08,0.01,0.01,0.10999999999999999,2017
